Entry	Entrez ID	Entry name	Reactome
Q13206	1662	DDX10_HUMAN	
Q96FC9	1663	DDX11_HUMAN	R-HSA-381038;
O43143	1665	DHX15_HUMAN	R-HSA-72163;
Q16698	1666	DECR_HUMAN	R-HSA-77288;
P59665	1667	DEF1_HUMAN	R-HSA-1461973;R-HSA-1462054;R-HSA-6798695;
P59666	1668	DEF3_HUMAN	R-HSA-1461973;R-HSA-1462054;
Q01523	1670	DEF5_HUMAN	R-HSA-1461973;R-HSA-1462054;
Q01524	1671	DEF6_HUMAN	R-HSA-1461973;R-HSA-1462054;
P60022	1672	DEFB1_HUMAN	R-HSA-1461957;R-HSA-1461973;
O15263	1673	DFB4A_HUMAN	R-HSA-1461957;R-HSA-1461973;
P17661	1674	DESM_HUMAN	R-HSA-390522;
P00746	1675	CFAD_HUMAN	R-HSA-114608;R-HSA-173736;R-HSA-6798695;
O00273	1676	DFFA_HUMAN	R-HSA-140342;
O76075	1677	DFFB_HUMAN	R-HSA-140342;
O60220	1678	TIM8A_HUMAN	R-HSA-1268020;
O60443	1687	GSDME_HUMAN	
O43405	1690	COCH_HUMAN	
Q16854	1716	DGUOK_HUMAN	R-HSA-74217;
Q9UBM7	1717	DHCR7_HUMAN	R-HSA-2426168;R-HSA-6807047;R-HSA-6807062;
Q15392	1718	DHC24_HUMAN	R-HSA-6807047;R-HSA-6807062;
P00374	1719	DYR_HUMAN	R-HSA-1474151;R-HSA-196757;R-HSA-69205;
Q02127	1723	PYRD_HUMAN	R-HSA-500753;
P49366	1725	DHYS_HUMAN	R-HSA-204626;
P00387	1727	NB5R3_HUMAN	R-HSA-196836;R-HSA-211945;R-HSA-6798695;
P15559	1728	NQO1_HUMAN	R-HSA-350562;
O60610	1729	DIAP1_HUMAN	R-HSA-5663220;R-HSA-6785631;R-HSA-6798695;
O60879	1730	DIAP2_HUMAN	R-HSA-5663220;
Q8WYJ6	1731	SEPT1_HUMAN	
P49895	1733	IOD1_HUMAN	R-HSA-350864;
Q92813	1734	IOD2_HUMAN	R-HSA-350864;
P55073	1735	IOD3_HUMAN	R-HSA-350864;
O60832	1736	DKC1_HUMAN	R-HSA-171319;R-HSA-6790901;
P10515	1737	ODP2_HUMAN	R-HSA-204174;R-HSA-389661;R-HSA-5362517;R-HSA-70268;
P09622	1738	DLDH_HUMAN	R-HSA-204174;R-HSA-389661;R-HSA-5362517;R-HSA-6783984;R-HSA-70268;R-HSA-70895;R-HSA-71064;R-HSA-71403;
Q12959	1739	DLG1_HUMAN	R-HSA-399719;R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-5673001;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244;
Q15700	1740	DLG2_HUMAN	R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244;
Q92796	1741	DLG3_HUMAN	R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244;
P78352	1742	DLG4_HUMAN	R-HSA-1236394;R-HSA-399719;R-HSA-438066;R-HSA-442982;R-HSA-447038;R-HSA-451308;R-HSA-5625900;R-HSA-5673001;R-HSA-5682910;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244;
P36957	1743	ODO2_HUMAN	R-HSA-389661;R-HSA-71064;R-HSA-71403;
P56177	1745	DLX1_HUMAN	
Q07687	1746	DLX2_HUMAN	
O60479	1747	DLX3_HUMAN	
Q92988	1748	DLX4_HUMAN	
P56178	1749	DLX5_HUMAN	R-HSA-8939902;
P56179	1750	DLX6_HUMAN	R-HSA-8939902;
Q9UGM3	1755	DMBT1_HUMAN	R-HSA-5683826;
P11532	1756	DMD_HUMAN	R-HSA-3000171;R-HSA-390522;
Q9UL12	1757	SARDH_HUMAN	R-HSA-6798163;
Q13316	1758	DMP1_HUMAN	R-HSA-3000178;R-HSA-381426;R-HSA-8957275;
Q05193	1759	DYN1_HUMAN	R-HSA-166016;R-HSA-177504;R-HSA-190873;R-HSA-196025;R-HSA-2132295;R-HSA-3928665;R-HSA-437239;R-HSA-8856828;
Q09013	1760	DMPK_HUMAN	R-HSA-5578775;
Q9Y5R6	1761	DMRT1_HUMAN	
Q09019	1762	DMWD_HUMAN	
P51530	1763	DNA2_HUMAN	R-HSA-174437;R-HSA-5685938;R-HSA-5685942;R-HSA-5693554;R-HSA-5693568;R-HSA-5693579;R-HSA-5693607;R-HSA-5693616;R-HSA-6804756;R-HSA-69166;R-HSA-69473;
Q8TE73	1767	DYH5_HUMAN	
Q9C0G6	1768	DYH6_HUMAN	
Q96JB1	1769	DYH8_HUMAN	
Q9NYC9	1770	DYH9_HUMAN	
P24855	1773	DNAS1_HUMAN	
Q92874	1775	DNSL2_HUMAN	
Q13609	1776	DNSL3_HUMAN	
O00115	1777	DNS2A_HUMAN	R-HSA-432720;
Q14204	1778	DYHC1_HUMAN	R-HSA-141444;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-5620912;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811436;R-HSA-68877;R-HSA-8854518;R-HSA-9609690;R-HSA-9646399;R-HSA-9648025;
O14576	1780	DC1I1_HUMAN	R-HSA-141444;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-3371497;R-HSA-5663220;R-HSA-6807878;R-HSA-6811436;R-HSA-68877;R-HSA-9609690;R-HSA-9646399;R-HSA-9648025;
Q13409	1781	DC1I2_HUMAN	R-HSA-141444;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-5620912;R-HSA-5663220;R-HSA-6807878;R-HSA-6811436;R-HSA-68877;R-HSA-8854518;R-HSA-9609690;R-HSA-9646399;R-HSA-9648025;
O43237	1783	DC1L2_HUMAN	R-HSA-141444;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-3371497;R-HSA-5663220;R-HSA-6807878;R-HSA-6811436;R-HSA-68877;R-HSA-9609690;R-HSA-9646399;R-HSA-9648025;
P50570	1785	DYN2_HUMAN	R-HSA-166016;R-HSA-177504;R-HSA-190873;R-HSA-196025;R-HSA-203641;R-HSA-2132295;R-HSA-432720;R-HSA-432722;R-HSA-437239;R-HSA-8856828;
P26358	1786	DNMT1_HUMAN	R-HSA-212300;R-HSA-427413;R-HSA-4655427;R-HSA-5334118;
O14717	1787	TRDMT_HUMAN	R-HSA-6782315;
Q9Y6K1	1788	DNM3A_HUMAN	R-HSA-212300;R-HSA-3214858;R-HSA-4655427;R-HSA-5334118;
Q9UBC3	1789	DNM3B_HUMAN	R-HSA-212300;R-HSA-427413;R-HSA-4655427;R-HSA-5334118;
P04053	1791	TDT_HUMAN	
Q14185	1793	DOCK1_HUMAN	R-HSA-2029482;R-HSA-418885;R-HSA-4420097;R-HSA-8849471;R-HSA-983231;
Q92608	1794	DOCK2_HUMAN	R-HSA-164944;R-HSA-6798695;R-HSA-983231;
Q8IZD9	1795	DOCK3_HUMAN	R-HSA-9032759;R-HSA-983231;
Q99704	1796	DOK1_HUMAN	R-HSA-8849469;R-HSA-8853659;
O77932	1797	DXO_HUMAN	
Q9H3H5	1798	GPT_HUMAN	R-HSA-446193;R-HSA-4549356;
P16444	1800	DPEP1_HUMAN	R-HSA-2142691;R-HSA-5423646;
Q9BZG8	1801	DPH1_HUMAN	R-HSA-5358493;
Q9BQC3	1802	DPH2_HUMAN	R-HSA-5358493;
P27487	1803	DPP4_HUMAN	R-HSA-381771;R-HSA-400511;
P42658	1804	DPP6_HUMAN	
Q07507	1805	DERM_HUMAN	
Q12882	1806	DPYD_HUMAN	R-HSA-73621;
Q14117	1807	DPYS_HUMAN	R-HSA-73621;
Q16555	1808	DPYL2_HUMAN	R-HSA-399956;R-HSA-437239;
Q14195	1809	DPYL3_HUMAN	R-HSA-399956;
Q01658	1810	NC2B_HUMAN	R-HSA-3214847;
P40879	1811	S26A3_HUMAN	R-HSA-427601;R-HSA-5619085;
P21728	1812	DRD1_HUMAN	R-HSA-390651;R-HSA-418555;
P14416	1813	DRD2_HUMAN	R-HSA-390651;
P35462	1814	DRD3_HUMAN	R-HSA-390651;R-HSA-418594;
P21917	1815	DRD4_HUMAN	R-HSA-390651;R-HSA-418594;
P21918	1816	DRD5_HUMAN	R-HSA-390651;R-HSA-418555;
P55039	1819	DRG2_HUMAN	
Q99856	1820	ARI3A_HUMAN	R-HSA-6804116;
Q13474	1821	DRP2_HUMAN	
P54259	1822	ATN1_HUMAN	R-HSA-8943724;
Q08554	1823	DSC1_HUMAN	R-HSA-6798695;R-HSA-6805567;R-HSA-6809371;
Q02487	1824	DSC2_HUMAN	R-HSA-6805567;R-HSA-6809371;
Q14574	1825	DSC3_HUMAN	R-HSA-6805567;R-HSA-6809371;
O60469	1826	DSCAM_HUMAN	R-HSA-376172;
P53805	1827	RCAN1_HUMAN	
Q02413	1828	DSG1_HUMAN	R-HSA-351906;R-HSA-6798695;R-HSA-6805567;R-HSA-6809371;
Q14126	1829	DSG2_HUMAN	R-HSA-351906;R-HSA-6805567;R-HSA-6809371;
P32926	1830	DSG3_HUMAN	R-HSA-351906;R-HSA-6805567;R-HSA-6809371;
Q99576	1831	T22D3_HUMAN	R-HSA-2672351;
P15924	1832	DESP_HUMAN	R-HSA-351906;R-HSA-6798695;R-HSA-6805567;R-HSA-6809371;
Q99645	1833	EPYC_HUMAN	
Q9NZW4	1834	DSPP_HUMAN	R-HSA-3000178;
P50443	1836	S26A2_HUMAN	R-HSA-174362;R-HSA-3560792;R-HSA-427601;
Q9Y4J8	1837	DTNA_HUMAN	
O60941	1838	DTNB_HUMAN	
Q99075	1839	HBEGF_HUMAN	R-HSA-1227986;R-HSA-1236394;R-HSA-1250196;R-HSA-1250342;R-HSA-1250347;R-HSA-1251985;R-HSA-1257604;R-HSA-177929;R-HSA-179812;R-HSA-180292;R-HSA-180336;R-HSA-182971;R-HSA-1963640;R-HSA-1963642;R-HSA-212718;R-HSA-2179392;R-HSA-2219530;R-HSA-5336415;R-HSA-5638303;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8856825;R-HSA-8856828;R-HSA-8857538;R-HSA-8863795;R-HSA-9009391;R-HSA-9634638;R-HSA-9664565;
Q86Y01	1840	DTX1_HUMAN	R-HSA-2122948;
P23919	1841	KTHY_HUMAN	R-HSA-499943;
P28562	1843	DUS1_HUMAN	R-HSA-112409;R-HSA-5675221;
Q05923	1844	DUS2_HUMAN	R-HSA-112409;R-HSA-5675221;
P51452	1845	DUS3_HUMAN	R-HSA-202670;
Q13115	1846	DUS4_HUMAN	R-HSA-112409;R-HSA-202670;R-HSA-5675221;
Q16690	1847	DUS5_HUMAN	R-HSA-112409;R-HSA-5675221;
Q16828	1848	DUS6_HUMAN	R-HSA-112409;R-HSA-202670;R-HSA-5675221;
Q16829	1849	DUS7_HUMAN	R-HSA-112409;R-HSA-202670;R-HSA-5675221;
Q13202	1850	DUS8_HUMAN	R-HSA-112409;R-HSA-5675221;
Q99956	1852	DUS9_HUMAN	R-HSA-112409;R-HSA-5675221;
P33316	1854	DUT_HUMAN	R-HSA-499943;
O14640	1855	DVL1_HUMAN	R-HSA-201681;R-HSA-201688;R-HSA-4086400;R-HSA-4641258;R-HSA-4641262;R-HSA-5368598;R-HSA-5663220;
O14641	1856	DVL2_HUMAN	R-HSA-201681;R-HSA-201688;R-HSA-2028269;R-HSA-4086400;R-HSA-4608870;R-HSA-4641258;R-HSA-4641262;R-HSA-5099900;R-HSA-5368598;R-HSA-5663220;R-HSA-8856825;R-HSA-8856828;
Q92997	1857	DVL3_HUMAN	R-HSA-201681;R-HSA-201688;R-HSA-4086400;R-HSA-4641258;R-HSA-4641262;R-HSA-5368598;R-HSA-5663220;
Q13627	1859	DYR1A_HUMAN	R-HSA-1538133;
O14656	1861	TOR1A_HUMAN	R-HSA-8856825;
Q01094	1869	E2F1_HUMAN	R-HSA-111448;R-HSA-113501;R-HSA-1362277;R-HSA-1362300;R-HSA-139915;R-HSA-1912408;R-HSA-2559580;R-HSA-2559585;R-HSA-6804116;R-HSA-68689;R-HSA-68911;R-HSA-69202;R-HSA-69205;R-HSA-69231;R-HSA-69656;R-HSA-8953750;R-HSA-9616222;
Q14209	1870	E2F2_HUMAN	R-HSA-2559580;R-HSA-2559585;R-HSA-68689;R-HSA-69231;
O00716	1871	E2F3_HUMAN	R-HSA-1912408;R-HSA-2559580;R-HSA-2559585;R-HSA-68689;R-HSA-68911;R-HSA-69231;
Q16254	1874	E2F4_HUMAN	R-HSA-1362277;R-HSA-1362300;R-HSA-1538133;R-HSA-2173796;R-HSA-6804114;R-HSA-69202;R-HSA-69205;R-HSA-69231;R-HSA-69656;
Q15329	1875	E2F5_HUMAN	R-HSA-1362277;R-HSA-1362300;R-HSA-1538133;R-HSA-2173796;R-HSA-69202;R-HSA-69205;R-HSA-69231;R-HSA-69656;
O75461	1876	E2F6_HUMAN	R-HSA-69205;R-HSA-8953750;
Q66K89	1877	E4F1_HUMAN	
Q9UH73	1879	COE1_HUMAN	R-HSA-381340;
P32249	1880	GP183_HUMAN	R-HSA-373076;R-HSA-418594;
P42892	1889	ECE1_HUMAN	R-HSA-375276;
P19971	1890	TYPH_HUMAN	R-HSA-73614;R-HSA-73621;
Q13011	1891	ECH1_HUMAN	R-HSA-9033241;
P30084	1892	ECHM_HUMAN	R-HSA-77310;R-HSA-77346;R-HSA-77348;R-HSA-77350;R-HSA-77352;
Q16610	1893	ECM1_HUMAN	R-HSA-114608;
Q9H8V3	1894	ECT2_HUMAN	R-HSA-193648;R-HSA-194840;R-HSA-416482;
Q92838	1896	EDA_HUMAN	R-HSA-5669034;
P21453	1901	S1PR1_HUMAN	R-HSA-418594;R-HSA-419408;R-HSA-6785807;
Q92633	1902	LPAR1_HUMAN	R-HSA-416476;R-HSA-418594;R-HSA-419408;
Q99500	1903	S1PR3_HUMAN	R-HSA-418594;R-HSA-419408;R-HSA-9009391;
P05305	1906	EDN1_HUMAN	R-HSA-375276;R-HSA-416476;
P20800	1907	EDN2_HUMAN	R-HSA-375276;R-HSA-416476;
P14138	1908	EDN3_HUMAN	R-HSA-375276;R-HSA-416476;
P25101	1909	EDNRA_HUMAN	R-HSA-375276;R-HSA-416476;
P24530	1910	EDNRB_HUMAN	R-HSA-375276;R-HSA-416476;
P78364	1911	PHC1_HUMAN	R-HSA-2559580;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-4570464;R-HSA-4655427;R-HSA-8939243;R-HSA-8943724;R-HSA-8953750;
Q8IXK0	1912	PHC2_HUMAN	R-HSA-2559580;R-HSA-3108214;R-HSA-3899300;R-HSA-4551638;R-HSA-4570464;R-HSA-4655427;R-HSA-8939243;R-HSA-8943724;
P68104	1915	EF1A1_HUMAN	R-HSA-156842;R-HSA-156902;R-HSA-3371511;R-HSA-6798695;R-HSA-8876725;R-HSA-9613829;
Q05639	1917	EF1A2_HUMAN	R-HSA-156842;
P24534	1933	EF1B_HUMAN	R-HSA-156842;
P29692	1936	EF1D_HUMAN	R-HSA-156842;
P26641	1937	EF1G_HUMAN	R-HSA-156842;
P13639	1938	EF2_HUMAN	R-HSA-156902;R-HSA-5336415;R-HSA-5358493;R-HSA-6798695;R-HSA-8876725;
P41214	1939	EIF2D_HUMAN	
P20827	1942	EFNA1_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
O43921	1943	EFNA2_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P52797	1944	EFNA3_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P52798	1945	EFNA4_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P52803	1946	EFNA5_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P98172	1947	EFNB1_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P52799	1948	EFNB2_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
Q15768	1949	EFNB3_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P01133	1950	EGF_HUMAN	R-HSA-114608;R-HSA-1227986;R-HSA-1236382;R-HSA-1236394;R-HSA-1250196;R-HSA-1251932;R-HSA-1257604;R-HSA-177929;R-HSA-179812;R-HSA-180292;R-HSA-180336;R-HSA-182971;R-HSA-1963640;R-HSA-1963642;R-HSA-212718;R-HSA-2219530;R-HSA-5637810;R-HSA-5638303;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8856825;R-HSA-8856828;R-HSA-8863795;R-HSA-9009391;R-HSA-9013507;R-HSA-9634638;R-HSA-9664565;
Q9NYQ7	1951	CELR3_HUMAN	
Q9HCU4	1952	CELR2_HUMAN	
O75095	1953	MEGF6_HUMAN	
Q7Z7M0	1954	MEGF8_HUMAN	
P00533	1956	EGFR_HUMAN	R-HSA-1227986;R-HSA-1236382;R-HSA-1236394;R-HSA-1250196;R-HSA-1251932;R-HSA-1257604;R-HSA-177929;R-HSA-179812;R-HSA-180292;R-HSA-180336;R-HSA-182971;R-HSA-1963640;R-HSA-1963642;R-HSA-212718;R-HSA-2179392;R-HSA-2219530;R-HSA-445144;R-HSA-5637810;R-HSA-5638303;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8856825;R-HSA-8856828;R-HSA-8857538;R-HSA-8863795;R-HSA-8866910;R-HSA-9009391;R-HSA-9013507;R-HSA-9609690;R-HSA-9634638;R-HSA-9664565;
P18146	1958	EGR1_HUMAN	R-HSA-8943724;R-HSA-909733;
P11161	1959	EGR2_HUMAN	R-HSA-381340;R-HSA-5617472;
Q06889	1960	EGR3_HUMAN	
Q05215	1961	EGR4_HUMAN	
Q08426	1962	ECHP_HUMAN	R-HSA-390247;R-HSA-9033241;
P47813	1964	IF1AX_HUMAN	R-HSA-156827;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;
P05198	1965	IF2A_HUMAN	R-HSA-156827;R-HSA-381042;R-HSA-382556;R-HSA-72649;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72731;R-HSA-9633012;R-HSA-9648895;
Q14232	1967	EI2BA_HUMAN	R-HSA-72731;
P41091	1968	IF2G_HUMAN	R-HSA-156827;R-HSA-381042;R-HSA-382556;R-HSA-72649;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72731;R-HSA-9633012;R-HSA-9648895;
P29317	1969	EPHA2_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P60842	1973	IF4A1_HUMAN	R-HSA-1169408;R-HSA-156827;R-HSA-429947;R-HSA-72649;R-HSA-72662;R-HSA-72702;R-HSA-72706;
Q14240	1974	IF4A2_HUMAN	R-HSA-1169408;R-HSA-156827;R-HSA-429947;R-HSA-72649;R-HSA-72662;R-HSA-72702;R-HSA-72706;
P23588	1975	IF4B_HUMAN	R-HSA-156827;R-HSA-166208;R-HSA-429947;R-HSA-72649;R-HSA-72662;R-HSA-72702;R-HSA-72706;
P06730	1977	IF4E_HUMAN	R-HSA-1169408;R-HSA-156827;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-166208;R-HSA-429947;R-HSA-72649;R-HSA-72662;R-HSA-72702;R-HSA-72706;
Q13541	1978	4EBP1_HUMAN	R-HSA-166208;R-HSA-72662;
Q13542	1979	4EBP2_HUMAN	
Q04637	1981	IF4G1_HUMAN	R-HSA-1169408;R-HSA-156827;R-HSA-166208;R-HSA-429947;R-HSA-450408;R-HSA-72649;R-HSA-72662;R-HSA-72702;R-HSA-72706;R-HSA-9010553;R-HSA-975956;R-HSA-975957;
P78344	1982	IF4G2_HUMAN	R-HSA-1169408;
P55010	1983	IF5_HUMAN	R-HSA-72702;R-HSA-72706;
P63241	1984	IF5A1_HUMAN	R-HSA-204626;
Q9UNI1	1990	CELA1_HUMAN	
P08246	1991	ELNE_HUMAN	R-HSA-1442490;R-HSA-1474228;R-HSA-1592389;R-HSA-6798695;R-HSA-6803157;R-HSA-977606;
P30740	1992	ILEU_HUMAN	R-HSA-6798695;
Q12926	1993	ELAV2_HUMAN	R-HSA-72163;
Q15717	1994	ELAV1_HUMAN	R-HSA-450520;R-HSA-72163;
Q14576	1995	ELAV3_HUMAN	
P26378	1996	ELAV4_HUMAN	
P32519	1997	ELF1_HUMAN	R-HSA-8939245;R-HSA-8939247;
Q15723	1998	ELF2_HUMAN	R-HSA-8939245;
P78545	1999	ELF3_HUMAN	R-HSA-1912408;
Q99607	2000	ELF4_HUMAN	
Q9UKW6	2001	ELF5_HUMAN	
P19419	2002	ELK1_HUMAN	R-HSA-198753;R-HSA-9609690;R-HSA-9634638;
P41970	2004	ELK3_HUMAN	
P28324	2005	ELK4_HUMAN	
P15502	2006	ELN_HUMAN	R-HSA-1474228;R-HSA-1566948;R-HSA-2129379;
O00423	2009	EMAL1_HUMAN	
P50402	2010	EMD_HUMAN	R-HSA-2980766;R-HSA-2995383;R-HSA-4419969;R-HSA-9609523;
Q7KZI7	2011	MARK2_HUMAN	
P54849	2012	EMP1_HUMAN	
P54851	2013	EMP2_HUMAN	
P54852	2014	EMP3_HUMAN	
Q04741	2016	EMX1_HUMAN	
Q14247	2017	SRC8_HUMAN	R-HSA-5627123;R-HSA-8856828;
Q04743	2018	EMX2_HUMAN	
Q05925	2019	HME1_HUMAN	
P19622	2020	HME2_HUMAN	
Q14249	2021	NUCG_HUMAN	
P17813	2022	EGLN_HUMAN	
P06733	2023	ENOA_HUMAN	R-HSA-70171;R-HSA-70263;R-HSA-9636667;
P09104	2026	ENOG_HUMAN	R-HSA-70171;R-HSA-70263;
P13929	2027	ENOB_HUMAN	R-HSA-70171;R-HSA-70263;
Q07075	2028	AMPE_HUMAN	R-HSA-2022377;
O43768	2029	ENSA_HUMAN	R-HSA-2465910;
Q99808	2030	S29A1_HUMAN	R-HSA-83936;
Q09472	2033	EP300_HUMAN	R-HSA-1234158;R-HSA-1368082;R-HSA-156711;R-HSA-1912408;R-HSA-1989781;R-HSA-201722;R-HSA-210744;R-HSA-2122947;R-HSA-2197563;R-HSA-2644606;R-HSA-2894862;R-HSA-3134973;R-HSA-3214847;R-HSA-3371568;R-HSA-381340;R-HSA-3899300;R-HSA-400253;R-HSA-5250924;R-HSA-5617472;R-HSA-5621575;R-HSA-5689901;R-HSA-6781823;R-HSA-6781827;R-HSA-6782135;R-HSA-6782210;R-HSA-6804114;R-HSA-6804758;R-HSA-6804760;R-HSA-6811555;R-HSA-8866907;R-HSA-8936459;R-HSA-8939243;R-HSA-8941856;R-HSA-8941858;R-HSA-8951936;R-HSA-9013508;R-HSA-9013695;R-HSA-9018519;R-HSA-9029569;R-HSA-918233;R-HSA-933541;R-HSA-9614657;R-HSA-9616222;R-HSA-9617629;
Q99814	2034	EPAS1_HUMAN	R-HSA-1234158;R-HSA-1234174;R-HSA-1234176;R-HSA-452723;R-HSA-8849473;R-HSA-8951664;
P11171	2035	41_HUMAN	R-HSA-6794361;
Q9H4G0	2036	E41L1_HUMAN	R-HSA-399719;R-HSA-6794361;
O43491	2037	E41L2_HUMAN	R-HSA-6794361;
P16452	2038	EPB42_HUMAN	
Q08495	2039	DEMA_HUMAN	R-HSA-5223345;
P27105	2040	STOM_HUMAN	R-HSA-2672351;R-HSA-6798695;
P21709	2041	EPHA1_HUMAN	R-HSA-2682334;R-HSA-2892247;R-HSA-3928663;R-HSA-3928665;
P29320	2042	EPHA3_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P54764	2043	EPHA4_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P54756	2044	EPHA5_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
Q15375	2045	EPHA7_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P29322	2046	EPHA8_HUMAN	R-HSA-2682334;R-HSA-3928663;R-HSA-3928665;
P54762	2047	EPHB1_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P29323	2048	EPHB2_HUMAN	R-HSA-2682334;R-HSA-373760;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P54753	2049	EPHB3_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P54760	2050	EPHB4_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
O15197	2051	EPHB6_HUMAN	R-HSA-2682334;R-HSA-3928662;R-HSA-3928664;R-HSA-3928665;
P07099	2052	HYEP_HUMAN	R-HSA-211945;
P34913	2053	HYES_HUMAN	R-HSA-2142670;R-HSA-9018682;R-HSA-9033241;
P32856	2054	STX2_HUMAN	
Q9UBY8	2055	CLN8_HUMAN	
P01588	2056	EPO_HUMAN	R-HSA-1234158;R-HSA-9006335;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;
P19235	2057	EPOR_HUMAN	R-HSA-9006335;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;
P07814	2058	SYEP_HUMAN	R-HSA-2408522;R-HSA-379716;R-HSA-6782315;
Q12929	2059	EPS8_HUMAN	
P42566	2060	EPS15_HUMAN	R-HSA-182971;R-HSA-6807004;R-HSA-8856825;R-HSA-8856828;R-HSA-8875360;
P10588	2063	NR2F6_HUMAN	R-HSA-383280;
P04626	2064	ERBB2_HUMAN	R-HSA-1227986;R-HSA-1250196;R-HSA-1251932;R-HSA-1257604;R-HSA-1306955;R-HSA-1358803;R-HSA-1963640;R-HSA-1963642;R-HSA-2219530;R-HSA-416572;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8863795;R-HSA-8866910;R-HSA-9634285;R-HSA-9652282;R-HSA-9664565;R-HSA-9665233;R-HSA-9665244;R-HSA-9665245;R-HSA-9665246;R-HSA-9665247;R-HSA-9665249;R-HSA-9665250;R-HSA-9665251;
P21860	2065	ERBB3_HUMAN	R-HSA-1227986;R-HSA-1236394;R-HSA-1250196;R-HSA-1257604;R-HSA-1306955;R-HSA-1358803;R-HSA-1963642;R-HSA-2219530;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8863795;R-HSA-9664565;
Q15303	2066	ERBB4_HUMAN	R-HSA-1227986;R-HSA-1236394;R-HSA-1250196;R-HSA-1250342;R-HSA-1250347;R-HSA-1251985;R-HSA-1253288;R-HSA-1257604;R-HSA-1963640;R-HSA-1963642;R-HSA-2219530;R-HSA-5673001;R-HSA-6785631;R-HSA-6811558;R-HSA-8847993;R-HSA-8863795;R-HSA-9018519;R-HSA-9620244;R-HSA-9664565;
P07992	2067	ERCC1_HUMAN	R-HSA-5685938;R-HSA-5696395;R-HSA-5696400;R-HSA-6782135;R-HSA-6783310;
